,raceId,constructorId,points,position,wins,constructorRef,nationality,year,round,circuitId,name_y,date,circuitRef,location,country,lat,lng
137,900,3,10.0,4,0,williams,British,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
138,900,5,6.0,6,0,toro_rosso,Italian,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
139,900,6,18.0,3,0,ferrari,Italian,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
140,900,9,0.0,11,0,red_bull,Austrian,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
141,900,10,9.0,5,0,force_india,Indian,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
142,900,15,0.0,7,0,sauber,Swiss,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
143,900,131,25.0,2,1,mercedes,German,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
144,900,206,0.0,8,0,marussia,Russian,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
145,900,207,0.0,10,0,caterham,Malaysian,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
146,900,208,0.0,9,0,lotus_f1,British,2014,1,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,-37.8497,144.968
147,926,1,0.0,8,0,mclaren,British,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
148,926,3,12.0,4,0,williams,British,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
149,926,5,2.0,7,0,toro_rosso,Italian,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
150,926,6,15.0,2,0,ferrari,Italian,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
151,926,9,8.0,5,0,red_bull,Austrian,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
152,926,10,7.0,6,0,force_india,Indian,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
153,926,15,14.0,3,0,sauber,Swiss,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
154,926,131,43.0,1,1,mercedes,German,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
155,926,208,0.0,9,0,lotus_f1,British,2015,1,1,Australian Grand Prix,3/15/2015,albert_park,Melbourne,Australia,-37.8497,144.968
156,948,1,0.0,9,0,mclaren,British,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
157,948,3,14.0,3,0,williams,British,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
158,948,4,0.0,8,0,renault,French,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
159,948,5,3.0,7,0,toro_rosso,Italian,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
160,948,6,15.0,2,0,ferrari,Italian,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
161,948,9,12.0,4,0,red_bull,Austrian,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
162,948,10,6.0,6,0,force_india,Indian,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
163,948,15,0.0,10,0,sauber,Swiss,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
164,948,131,43.0,1,1,mercedes,German,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
165,948,209,0.0,11,0,manor,British,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
166,948,210,8.0,5,0,haas,American,2016,1,1,Australian Grand Prix,3/20/2016,albert_park,Melbourne,Australia,-37.8497,144.968
167,969,1,0.0,9,0,mclaren,British,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
168,969,3,8.0,4,0,williams,British,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
169,969,4,0.0,7,0,renault,French,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
170,969,5,6.0,6,0,toro_rosso,Italian,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
171,969,6,37.0,1,1,ferrari,Italian,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
172,969,9,10.0,3,0,red_bull,Austrian,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
173,969,10,7.0,5,0,force_india,Indian,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
174,969,15,0.0,8,0,sauber,Swiss,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
175,969,131,33.0,2,0,mercedes,German,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
176,969,210,0.0,10,0,haas,American,2017,1,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,-37.8497,144.968
177,989,1,12.0,4,0,mclaren,British,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
178,989,3,0.0,8,0,williams,British,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
179,989,4,7.0,5,0,renault,French,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
180,989,5,0.0,9,0,toro_rosso,Italian,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
181,989,6,40.0,1,1,ferrari,Italian,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
182,989,9,20.0,3,0,red_bull,Austrian,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
183,989,10,0.0,6,0,force_india,Indian,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
184,989,15,0.0,7,0,sauber,Swiss,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
185,989,131,22.0,2,0,mercedes,German,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
186,989,210,0.0,10,0,haas,American,2018,1,1,Australian Grand Prix,3/25/2018,albert_park,Melbourne,Australia,-37.8497,144.968
187,1010,1,0.0,9,0,mclaren,British,2019,1,1,Australian Grand Prix,3/17/2019,albert_park,Melbourne,Australia,-37.8497,144.968
188,1010,3,0.0,10,0,williams,British,2019,1,1,Australian Grand Prix,3/17/2019,albert_park,Melbourne,Australia,-37.8497,144.968
189,1010,4,6.0,5,0,renault,French,2019,1,1,Australian Grand Prix,3/17/2019,albert_park,Melbourne,Australia,-37.8497,144.968
190,1010,5,1.0,8,0,toro_rosso,Italian,2019,1,1,Australian Grand Prix,3/17/2019,albert_park,Melbourne,Australia,-37.8497,144.968
191,1010,6,22.0,2,0,ferrari,Italian,2019,1,1,Australian Grand Prix,3/17/2019,albert_park,Melbourne,Australia,-37.8497,144.968
